+22.05,1714141032,+22.05,1714141033,+22.05,1714141034,+22.05,1714141035,+22.05,1714141035,+22.05,1714141036,
+22.18,1714141389,+22.18,1714141390,+22.18,1714141391,+22.18,1714141392,+22.18,1714141392,+22.18,1714141393,
+22.18,1714141403,+22.18,1714141412,+22.18,1714141422,+22.18,1714141432,+22.18,1714141442,+22.18,1714141452,
+22.18,1714141465,+22.18,1714141475,+22.18,1714141485,+22.18,1714141495,+22.18,1714141505,+22.18,1714141515,
+22.18,1714141465,+22.18,1714141475,+22.18,1714141485,+22.18,1714141495,+22.18,1714141505,+22.18,1714141515,
+22.18,1714141528,+22.18,1714141538,+22.18,1714141548,+22.18,1714141558,+22.18,1714141568,+22.18,1714141578,
+22.18,1714141528,+22.18,1714141538,+22.18,1714141548,+22.18,1714141558,+22.18,1714141568,+22.18,1714141578,
+22.18,1714141528,+22.18,1714141538,+22.18,1714141548,+22.18,1714141558,+22.18,1714141568,+22.18,1714141578,
+22.18,1714141528,+22.18,1714141538,+22.18,1714141548,+22.18,1714141558,+22.18,1714141568,+22.18,1714141578,
+22.18,1714141595,+22.18,1714141604,+22.18,1714141614,+22.18,1714141624,+22.18,1714141634,+22.18,1714141644,
+22.18,1714141528,+22.18,1714141538,+22.18,1714141548,+22.18,1714141558,+22.18,1714141568,+22.18,1714141578,
+22.18,1714141657,+22.18,1714141667,+22.18,1714141677,+22.18,1714141687,+22.18,1714141697,+22.18,1714141707,
+22.18,1714141657,+22.18,1714141667,+22.18,1714141677,+22.18,1714141687,+22.18,1714141697,+22.18,1714141707,
+22.18,1714141657,+22.18,1714141667,+22.18,1714141677,+22.18,1714141687,+22.18,1714141697,+22.18,1714141707,
+22.18,1714141528,+22.18,1714141538,+22.18,1714141548,+22.18,1714141558,+22.18,1714141568,+22.18,1714141578,
+22.18,1714141657,+22.18,1714141667,+22.18,1714141677,+22.18,1714141687,+22.18,1714141697,+22.18,1714141707,
